[13/07/2026 13:50:02] Erro na TelaAlterarTurma: Desvincular: Erro ao desvincular aluno da turma.
[13/07/2026 13:50:06] Erro na TelaAlterarTurma: Desvincular: Erro ao desvincular aluno da turma.
[13/07/2026 13:50:10] Erro na TelaAlterarTurma: Desvincular: Erro ao desvincular aluno da turma.
